"","scientificName","ias"
"537","Ictonyx libycus","Mustela nivalis_old"
"538","Ictonyx striatus","Canis familiaris"
"539","Mustela itatsi","Mustela sibirica"
"540","Mustela putorius","Neovison vison"
"541","Meles anakuma","Procyon lotor"
"542","Arctocephalus galapagoensis","Canis familiaris"
"543","Zalophus californianus","Canis familiaris"
"544","Zalophus wollebaeki","Unspecified Canis"
"545","Pusa caspica","Mnemiopsis leidyi"
"546","Amietia poyntoni","Batrachochytrium dendrobatidis"
"547","Telmatobius mendelsoni","Batrachochytrium dendrobatidis"
"548","Notomys robustus","Felis catus"
"549","Vulpes rueppellii","Vulpes vulpes"
"550","Bos javanicus","Bos taurus"
"551","Bos gaurus","Bacillus anthracis"
"552","Spondylurus culebrae","Rattus rattus"
"553","Spondylurus magnacruzae","Herpestes javanicus_old"
"554","Spondylurus monae","Felis catus"
"555","Spondylurus monitae","Rattus rattus"
"556","Spondylurus nitidus","Herpestes javanicus_old"
"557","Spondylurus semitaeniatus","Rattus rattus"
"558","Spondylurus sloanii","Mus musculus"
"559","Spondylurus spilonotus","Herpestes javanicus_old"
"560","Lycodon semicarinatus","Herpestes javanicus"
"561","Lygisaurus abscondita","Unspecified POACEAE"
"562","Bellatorias major","Rhinella marina"
"563","Bellatorias obiri","Felis catus"
"564","Chlamyphorus truncatus","Canis familiaris"
"565","Dasypus hybridus","Canis familiaris"
"566","Dasypus septemcinctus","Canis familiaris"
"567","Elaphe climacophora","Mustela lutreola"
"568","Elaphe quadrivirgata","Mustela lutreola"
"569","Phyllodactylus sentosus","Rattus rattus"
"570","Phyllodactylus rutteni","Felis catus"
"571","Phyllodactylus galapagensis","Hemidactylus frenatus"
"572","Microlophus duncanensis","Rattus rattus"
"573","Microlophus grayii","Felis catus"
"574","Mantella viridis","Batrachochytrium dendrobatidis"
"575","Lycodon multifasciatus","Pavo cristatus"
"576","Hyperolius ademetzi","Batrachochytrium dendrobatidis"
"577","Petropedetes cameronensis","Batrachochytrium dendrobatidis"
"578","Boophis albilabris","Unspecified Eucalyptus"
"579","Atelopus arsyecue","Batrachochytrium dendrobatidis"
"580","Atelopus carauta","Batrachochytrium dendrobatidis"
"581","Atelopus carrikeri","Batrachochytrium dendrobatidis"
"582","Atelopus chocoensis","Batrachochytrium dendrobatidis"
"583","Atelopus ebenoides","Batrachochytrium dendrobatidis"
"584","Atelopus famelicus","Batrachochytrium dendrobatidis"
"585","Atelopus farci","Batrachochytrium dendrobatidis"
"586","Atelopus galactogaster","Batrachochytrium dendrobatidis"
"587","Atelopus guitarraensis","Batrachochytrium dendrobatidis"
"588","Atelopus longibrachius","Batrachochytrium dendrobatidis"
"589","Atelopus lozanoi","Batrachochytrium dendrobatidis"
"590","Atelopus mandingues","Batrachochytrium dendrobatidis"
"591","Atelopus nicefori","Batrachochytrium dendrobatidis"
"592","Atelopus petriruizi","Batrachochytrium dendrobatidis"
"593","Atelopus quimbaya","Batrachochytrium dendrobatidis"
"594","Atelopus simulatus","Batrachochytrium dendrobatidis"
"595","Atelopus sonsonensis","Batrachochytrium dendrobatidis"
"596","Atelopus spurrelli","Batrachochytrium dendrobatidis"
"597","Atelopus subornatus","Batrachochytrium dendrobatidis"
"598","Atelopus walkeri","Batrachochytrium dendrobatidis"
"599","Atelopus mittermeieri","Batrachochytrium dendrobatidis"
"600","Gephyromantis atsingy","Batrachochytrium dendrobatidis"
"601","Gephyromantis azzurrae","Batrachochytrium dendrobatidis"
"602","Gephyromantis hintelmannae","Batrachochytrium dendrobatidis"
"603","Gephyromantis mafy","Batrachochytrium dendrobatidis"
"604","Gephyromantis ranjomavo","Batrachochytrium dendrobatidis"
"605","Gephyromantis runewsweeki","Batrachochytrium dendrobatidis"
"606","Gephyromantis verrucosus","Batrachochytrium dendrobatidis"
"607","Gephyromantis boulengeri","Batrachochytrium dendrobatidis"
"608","Mantidactylus paidroa","Batrachochytrium dendrobatidis"
"609","Cophyla rava","Batrachochytrium dendrobatidis"
"610","Rhombophryne mangabensis","Batrachochytrium dendrobatidis"
"611","Holcosus orcesi","Gallus gallus ssp. domesticus"
"612","Ameiva provitaae","Canis familiaris"
"613","Cnemidophorus flavissimus","Rattus norvegicus"
"614","Cnemidophorus leucopsammus","Rattus rattus"
"615","Felis margarita","Canis familiaris"
"616","Lynx rufus","Canis familiaris"
"617","Erythrolamprus juliae","Herpestes auropunctatus"
"618","Agalychnis moreletii","Batrachochytrium dendrobatidis"
"619","Plectrohyla matudai","Batrachochytrium dendrobatidis"
"620","Pseudoeurycea longicauda","Batrachochytrium dendrobatidis"
"621","Archaius tigris","Cinnamomum verum"
"622","Pristimantis achatinus","Batrachochytrium dendrobatidis"
"623","Craugastor melanostictus","Batrachochytrium dendrobatidis"
"624","Craugastor talamancae","Batrachochytrium dendrobatidis"
"625","Craugastor sabrinus","Batrachochytrium dendrobatidis"
"626","Pseudalsophis hoodensis","Capra hircus"
"627","Pseudalsophis steindachneri","Unspecified Rattus"
"628","Liolaemus burmeisteri","Capra hircus"
"629","Liolaemus martorii","Felis catus"
"630","Phyllodactylus leei","Lepidodactylus lugubris"
"631","Atelopus lynchi","Batrachochytrium dendrobatidis"
"632","Atelopus ardila","Batrachochytrium dendrobatidis"
"633","Atelopus orcesi","Batrachochytrium dendrobatidis"
"634","Atelopus pastuso","Batrachochytrium dendrobatidis"
"635","Aprasia litorea","Cenchrus ciliaris"
"636","Heteronotia atra","Felis catus"
"637","Gastrotheca aguaruna","Aeromonas caviae"
"638","Philautus poecilius","Batrachochytrium dendrobatidis"
"639","Nymphargus truebae","Batrachochytrium dendrobatidis"
"640","Pristimantis lymani","Batrachochytrium dendrobatidis"
"641","Pristimantis aureolineatus","Batrachochytrium dendrobatidis"
"642","Contomastix charrua","Canis familiaris"
"643","Gonatodes ligiae","Gonatodes albogularis"
"644","Gonatodes naufragus","Felis catus"
"645","Leiopelma hamiltoni","Batrachochytrium dendrobatidis"
"646","Leiopelma archeyi","Batrachochytrium dendrobatidis"
"647","Leiopelma hochstetteri","Mustela erminea"
"648","Leiopelma pakeka","Batrachochytrium dendrobatidis"
"649","Boophis englaenderi","Unspecified Eucalyptus"
"650","Boophis septentrionalis","Unspecified Eucalyptus"
"651","Boophis sibilans","Unspecified Eucalyptus"
"652","Boophis solomaso","Unspecified Eucalyptus"
"653","Boophis xerophilus","Batrachochytrium dendrobatidis"
"654","Guibemantis punctatus","Unspecified Eucalyptus"
"655","Gephyromantis zavona","Unspecified Eucalyptus"
"656","Gephyromantis thelenae","Unspecified Eucalyptus"
"657","Gephyromantis tschenki","Unspecified Eucalyptus"
"658","Stumpffia psologlossa","Unspecified Eucalyptus"
"659","Cophyla pollicaris","Batrachochytrium dendrobatidis"
"660","Boophis andohahela","Unspecified Eucalyptus"
"661","Boophis periegetes","Unspecified Eucalyptus"
"662","Boophis schuboeae","Unspecified Eucalyptus"
"663","Gephyromantis enki","Batrachochytrium dendrobatidis"
"664","Blommersia sarotra","Unspecified Eucalyptus"
"665","Boophis anjanaharibeensis","Unspecified Eucalyptus"
"666","Liolaemus paulinae","Canis familiaris"
"667","Bettongia anhydra","Vulpes vulpes"
"668","Alsophis antiguae","Rattus rattus"
"669","Celestus duquesneyi","Felis catus"
"670","Celestus crusculus","Herpestes auropunctatus"
"671","Alsophis sanctonum","Rattus rattus"
"672","Caraiba andreae","Herpestes auropunctatus"
"673","Gymnophthalmus pleii","Gymnophthalmus underwoodi"
"674","Leiocephalus greenwayi","Felis catus"
"675","Arrhyton ainictum","Felis catus"
"676","Arrhyton procerum","Felis catus"
"677","Arrhyton redimitum","Rattus rattus"
"678","Arrhyton supernum","Felis catus"
"679","Arrhyton tanyplectum","Herpestes auropunctatus"
"680","Arrhyton vittatum","Herpestes auropunctatus"
"681","Spondylurus powelli","Herpestes auropunctatus"
"682","Cuon alpinus","Canis familiaris"
"683","Axis kuhlii","Chromolaena odorata"
"684","Pristimantis mutabilis","Batrachochytrium dendrobatidis"
"685","Sphaerodactylus inaguae","Rattus rattus"
"686","Sphaerodactylus mariguanae","Rattus rattus"
"687","Sphaerodactylus phyzacinus","Gallus gallus ssp. domesticus"
"688","Cubatyphlops paradoxus","Rattus rattus"
"689","Conilurus capricornensis","Felis catus"
"690","Pseudomys auritus","Felis catus"
"691","Arthroleptella lightfooti","Unspecified Pinus"
"692","Arthroleptella drewesii","Unspecified Hakea"
"693","Arthroleptella landdrosia","Unspecified Pinus"
"694","Sclerophrys pantherina","Sclerophrys gutturalis"
"695","Poyntonia paludicola","Unspecified Pinus"
"696","Breviceps sylvestris","Unspecified Pinus"
"697","Arthroleptis francei","Batrachochytrium dendrobatidis"
"698","Hyperolius pickersgilli","Unspecified Eucalyptus"
"699","Amietia hymenopus","Batrachochytrium dendrobatidis"
"700","Guibemantis bicalcaratus","Unspecified Eucalyptus"
"701","Rhinoderma darwinii","Batrachochytrium dendrobatidis"
"702","Rhinoderma rufum","Batrachochytrium dendrobatidis"
"703","Telmatobufo venustus","Oncorhynchus mykiss"
"704","Alsodes tumultuosus","Batrachochytrium dendrobatidis"
"705","Rhinella arunco","Gambusia holbrooki"
"706","Cerdocyon thous","Canis familiaris"
"707","Dusicyon avus","Canis familiaris"
"708","Chelonoidis becki","Felis catus"
"709","Chelonoidis chathamensis","Felis catus"
"710","Chelonoidis hoodensis","Rattus rattus"
"711","Chelonoidis porteri","Canis familiaris"
"712","Christinus guentheri","Oryctolagus cuniculus"
"713","Lepidodactylus listeri","Lycodon capucinus"
"714","Strophurus taenicauda","Vulpes vulpes"
"715","Gehyra australis","Hemidactylus frenatus"
"716","Echiopsis curta","Vulpes vulpes"
"717","Amphibolurus muricatus","Felis catus"
"718","Chelosania brunnea","Felis catus"
"719","Ctenophorus fordi","Felis catus"
"720","Ctenophorus mirrityana","Capra hircus"
"721","Diporiphora vescus","Cenchrus ciliaris"
"722","Pogona henrylawsoni","Vulpes vulpes"
"723","Pogona vitticeps","Vulpes vulpes"
"724","Tympanocryptis lineata","Felis catus"
"725","Tympanocryptis pinguicolla","Vulpes vulpes"
"726","Tympanocryptis condaminensis","Vulpes vulpes"
"727","Tympanocryptis intima","Felis catus"
"728","Tympanocryptis tetraporophora","Felis catus"
"729","Notechis scutatus","Rhinella marina"
"730","Hoplocephalus stephensii","Canis familiaris"
"731","Boophis lichenoides","Batrachochytrium dendrobatidis"
"732","Heterixalus alboguttatus","Batrachochytrium dendrobatidis"
"733","Heterixalus andrakata","Batrachochytrium dendrobatidis"
"734","Heterixalus betsileo","Batrachochytrium dendrobatidis"
"735","Heterixalus boettgeri","Batrachochytrium dendrobatidis"
"736","Heterixalus carbonei","Batrachochytrium dendrobatidis"
"737","Heterixalus luteostriatus","Batrachochytrium dendrobatidis"
"738","Heterixalus madagascariensis","Batrachochytrium dendrobatidis"
"739","Heterixalus rutenbergi","Batrachochytrium dendrobatidis"
"740","Heterixalus tricolor","Batrachochytrium dendrobatidis"
"741","Heterixalus variabilis","Batrachochytrium dendrobatidis"
"742","Aglyptodactylus madagascariensis","Unspecified Eucalyptus"
"743","Boophis albipunctatus","Unspecified Eucalyptus"
"744","Boophis andreonei","Batrachochytrium dendrobatidis"
"745","Boophis ankaratra","Unspecified Eucalyptus"
"746","Boophis blommersae","Unspecified Eucalyptus"
"747","Boophis bottae","Unspecified Eucalyptus"
"748","Boophis burgeri","Unspecified Eucalyptus"
"749","Boophis doulioti","Batrachochytrium dendrobatidis"
"750","Boophis erythrodactylus","Unspecified Eucalyptus"
"751","Boophis guibei","Unspecified Eucalyptus"
"752","Boophis haematopus","Unspecified Eucalyptus"
"753","Boophis laurenti","Batrachochytrium dendrobatidis"
"754","Boophis liami","Batrachochytrium dendrobatidis"
"755","Boophis luteus","Unspecified Eucalyptus"
"756","Boophis majori","Unspecified Eucalyptus"
"757","Boophis mandraka","Unspecified Eucalyptus"
"758","Boophis marojezensis","Unspecified Eucalyptus"
"759","Boophis microtympanum","Unspecified Eucalyptus"
"760","Boophis miniatus","Unspecified Eucalyptus"
"761","Boophis opisthodon","Batrachochytrium dendrobatidis"
"762","Boophis pauliani","Unspecified Eucalyptus"
"763","Boophis picturatus","Unspecified Eucalyptus"
"764","Boophis rappiodes","Unspecified Eucalyptus"
"765","Boophis reticulatus","Unspecified Eucalyptus"
"766","Boophis rufioculis","Unspecified Eucalyptus"
"767","Boophis tasymena","Unspecified Eucalyptus"
"768","Boophis tephraeomystax","Batrachochytrium dendrobatidis"
"769","Boophis viridis","Unspecified Eucalyptus"
"770","Boophis vittatus","Unspecified Eucalyptus"
"771","Boophis williamsi","Batrachochytrium dendrobatidis"
"772","Mantella baroni","Batrachochytrium dendrobatidis"
"773","Mantella bernhardi","Batrachochytrium dendrobatidis"
"774","Mantella betsileo","Batrachochytrium dendrobatidis"
"775","Mantella crocea","Unspecified Eucalyptus"
"776","Mantella expectata","Batrachochytrium dendrobatidis"
"777","Mantella haraldmeieri","Unspecified Eucalyptus"
"778","Mantella laevigata","Unspecified Eucalyptus"
"779","Mantella madagascariensis","Unspecified Eucalyptus"
"780","Mantella manery","Unspecified Eucalyptus"
"781","Mantella milotympanum","Unspecified Eucalyptus"
"782","Mantella nigricans","Unspecified Eucalyptus"
"783","Mantella pulchra","Unspecified Eucalyptus"
"784","Mantidactylus aerumnalis","Unspecified Eucalyptus"
"785","Spinomantis aglavei","Unspecified Eucalyptus"
"786","Mantidactylus albofrenatus","Unspecified Eucalyptus"
"787","Guibemantis albolineatus","Unspecified Eucalyptus"
"788","Mantidactylus alutus","Batrachochytrium dendrobatidis"
"789","Mantidactylus ambohimitombi","Batrachochytrium dendrobatidis"
"790","Gephyromantis ambohitra","Unspecified Eucalyptus"
"791","Mantidactylus ambreensis","Unspecified Eucalyptus"
"792","Mantidactylus argenteus","Unspecified Eucalyptus"
"793","Gephyromantis asper","Unspecified Eucalyptus"
"794","Spinomantis bertini","Unspecified Eucalyptus"
"795","Mantidactylus betsileanus","Batrachochytrium dendrobatidis"
"796","Mantidactylus biporus","Unspecified Eucalyptus"
"797","Gephyromantis blanci","Unspecified Eucalyptus"
"798","Mantidactylus brevipalmatus","Batrachochytrium dendrobatidis"
"799","Spinomantis brunae","Unspecified Eucalyptus"
"800","Mantidactylus charlotteae","Unspecified Eucalyptus"
"801","Gephyromantis cornutus","Unspecified Eucalyptus"
"802","Gephyromantis corvus","Batrachochytrium dendrobatidis"
"803","Mantidactylus curtus","Batrachochytrium dendrobatidis"
"804","Gephyromantis decaryi","Unspecified Eucalyptus"
"805","Guibemantis depressiceps","Unspecified Eucalyptus"
"806","Mantidactylus femoralis","Batrachochytrium dendrobatidis"
"807","Spinomantis fimbriatus","Unspecified Eucalyptus"
"808","Guibemantis flavobrunneus","Unspecified Eucalyptus"
"809","Mantidactylus grandidieri","Unspecified Eucalyptus"
"810","Blommersia grandisonae","Unspecified Eucalyptus"
"811","Gephyromantis granulatus","Batrachochytrium dendrobatidis"
"812","Spinomantis guibei","Unspecified Eucalyptus"
"813","Mantidactylus guttulatus","Unspecified Eucalyptus"
"814","Gephyromantis horridus","Unspecified Eucalyptus"
"815","Guibemantis kathrinae","Unspecified Eucalyptus"
"816","Gephyromantis klemmeri","Unspecified Eucalyptus"
"817","Gephyromantis leucocephalus","Batrachochytrium dendrobatidis"
"818","Gephyromantis leucomaculatus","Unspecified Eucalyptus"
"819","Mantidactylus lugubris","Batrachochytrium dendrobatidis"
"820","Gephyromantis luteus","Unspecified Eucalyptus"
"821","Mantidactylus madecassus","Batrachochytrium dendrobatidis"
"822","Mantidactylus majori","Unspecified Eucalyptus"
"823","Gephyromantis malagasius","Unspecified Eucalyptus"
"824","Spinomantis massi","Unspecified Eucalyptus"
"825","Mantidactylus melanopleura","Unspecified Eucalyptus"
"826","Spinomantis microtis","Unspecified Eucalyptus"
"827","Boehmantis microtympanum","Unspecified Eucalyptus"
"828","Mantidactylus mocquardi","Batrachochytrium dendrobatidis"
"829","Gephyromantis moseri","Unspecified Eucalyptus"
"830","Mantidactylus opiparis","Unspecified Eucalyptus"
"831","Mantidactylus pauliani","Batrachochytrium dendrobatidis"
"832","Spinomantis peraccae","Unspecified Eucalyptus"
"833","Spinomantis phantasticus","Unspecified Eucalyptus"
"834","Gephyromantis plicifer","Unspecified Eucalyptus"
"835","Gephyromantis pseudoasper","Batrachochytrium dendrobatidis"
"836","Guibemantis pulcher","Unspecified Eucalyptus"
"837","Gephyromantis redimitus","Unspecified Eucalyptus"
"838","Gephyromantis rivicola","Unspecified Eucalyptus"
"839","Gephyromantis salegy","Unspecified Eucalyptus"
"840","Gephyromantis schilfi","Unspecified Eucalyptus"
"841","Gephyromantis sculpturatus","Unspecified Eucalyptus"
"842","Gephyromantis silvanus","Unspecified Eucalyptus"
"843","Gephyromantis spiniferus","Unspecified Eucalyptus"
"844","Gephyromantis striatus","Unspecified Eucalyptus"
"845","Gephyromantis tandroka","Unspecified Eucalyptus"
"846","Guibemantis tornieri","Unspecified Eucalyptus"
"847","Mantidactylus tricinctus","Unspecified Eucalyptus"
"848","Mantidactylus ulcerosus","Batrachochytrium dendrobatidis"
"849","Gephyromantis ventrimaculatus","Unspecified Eucalyptus"
"850","Gephyromantis webbi","Batrachochytrium dendrobatidis"
"851","Mantidactylus zipperi","Unspecified Eucalyptus"
"852","Mantidactylus zolitschka","Batrachochytrium dendrobatidis"
"853","Anodonthyla montana","Batrachochytrium dendrobatidis"
"854","Cophyla phyllodactyla","Batrachochytrium dendrobatidis"
"855","Dyscophus guineti","Unspecified Eucalyptus"
"856","Madecassophryne truebae","Unspecified Eucalyptus"
"857","Paradoxophyla palmata","Unspecified Eucalyptus"
"858","Cophyla alticola","Unspecified Eucalyptus"
"859","Cophyla barbouri","Unspecified Eucalyptus"
"860","Cophyla cowanii","Batrachochytrium dendrobatidis"
"861","Cophyla grandis","Unspecified Eucalyptus"
"862","Cophyla mavomavo","Batrachochytrium dendrobatidis"
"863","Cophyla milloti","Unspecified Eucalyptus"
